State,Year,StateCode,Population,AllOpioids,AllOpioidsRate,AllOpioidsRatePer100k,T40.1,T40.1Rate,T40.1RatePer100k,T40.2,T40.2Rate,T40.2RatePer100k,T40.3,T40.3Rate,T40.3RatePer100k,T40.4,T40.4Rate,T40.4RatePer100k,T40.6,T40.6Rate,T40.6RatePer100k,fracwhite,fracblack,fracother,yr_st_age_0_15,yr_st_age_16_35,yr_st_age_36_64,yr_st_age_65plus
Florida,2006,12,18166990,1323,7.28244E-05,7.282439193,90,4.95404E-06,0.495404027,635,3.49535E-05,3.495350633,552,3.03848E-05,3.038478031,145,7.98151E-06,0.798150932,52,2.86233E-06,0.286233438,0.7875579,0.1479717,0.0644704,0.2177159,0.2330792,0.380211,0.1689939
Georgia,2006,13,9155813,344,3.75718E-05,3.757175906,5,5.46101E-07,0.054610115,136,1.4854E-05,1.485395125,143,1.56185E-05,1.561849286,57,6.22555E-06,0.62255531,25,2.73051E-06,0.273050575,0.6475582,0.2902981,0.0621437,0.2628297,0.269324,0.3725141,0.0953322
Hawaii,2006,15,1309731,67,5.11555E-05,5.115554263,5,3.81758E-06,0.381757781,34,2.59595E-05,2.595952909,22,1.67973E-05,1.679734236,2,1.52703E-06,0.152703112,13,9.9257E-06,0.99257023,0.2855337,0.0301926,0.6842737,0.232484,0.245901,0.3821802,0.1394348
Idaho,2006,16,1468669,71,4.83431E-05,4.83430916,7,4.76622E-06,0.47662203,30,2.04267E-05,2.042665842,35,2.38311E-05,2.383110149,8,5.44711E-06,0.544710891,4,2.72355E-06,0.272355446,0.9443973,0.0064716,0.0491311,0.25562,0.2700173,0.3630632,0.1112995
Illinois,2006,17,12643955,929,7.34738E-05,7.34738458,66,5.21989E-06,0.521988571,111,8.7789E-06,0.877889869,98,7.75074E-06,0.775073938,390,3.08448E-05,3.084477918,379,2.99748E-05,2.997479823,0.7345242,0.1429479,0.1225279,0.2520311,0.2570378,0.3721322,0.1187989
Indiana,2006,18,6332669,188,2.96873E-05,2.968732457,10,1.57911E-06,0.157911301,51,8.05348E-06,0.805347635,53,8.3693E-06,0.836929895,52,8.21139E-06,0.821138765,39,6.15854E-06,0.615854074,0.8759245,0.0869052,0.0371703,0.2421088,0.2612425,0.3779019,0.1187468
Iowa,2006,19,2982644,101,3.38626E-05,3.386257294,3,1.00582E-06,0.1005819,54,1.81047E-05,1.810474197,24,8.04655E-06,0.804655199,17,5.69964E-06,0.569964099,11,3.688E-06,0.368800299,0.9361867,0.0289657,0.0348475,0.2268887,0.2519334,0.3840945,0.1370834
Kansas,2006,20,2762931,127,4.59657E-05,4.59656792,1,3.61934E-07,0.036193448,65,2.35257E-05,2.352574132,46,1.6649E-05,1.664898617,21,7.60062E-06,0.760062412,7,2.53354E-06,0.253354137,0.8778257,0.0632447,0.0589296,0.2381834,0.2612096,0.3762149,0.124392
Kentucky,2006,21,4219239,343,8.12943E-05,8.129428079,3,7.11029E-07,0.071102869,175,4.14767E-05,4.147667387,173,4.10027E-05,4.100265474,52,1.23245E-05,1.232449738,30,7.11029E-06,0.711028695,0.9092926,0.0730057,0.0177016,0.2290393,0.2543102,0.3938458,0.1228047
Louisiana,2006,22,4302665,203,4.71801E-05,4.718006166,15,3.48621E-06,0.348621145,66,1.53393E-05,1.533933039,122,2.83545E-05,2.835451982,14,3.2538E-06,0.325379736,21,4.8807E-06,0.488069603,0.6714938,0.2994104,0.0290958,0.2528213,0.255545,0.3688963,0.1227373
Maine,2006,23,1323619,97,7.32839E-05,7.328392838,4,3.02202E-06,0.302201767,42,3.17312E-05,3.173118548,49,3.70197E-05,3.70197164,1,7.55504E-07,0.075550442,9,6.79954E-06,0.679953975,0.9698682,0.0107397,0.0193921,0.1950216,0.2368978,0.431933,0.1361475
Maryland,2006,24,5627367,584,0.000103779,10.37785522,112,1.99027E-05,1.990273604,117,2.07913E-05,2.079125104,183,3.25196E-05,3.251964907,54,9.59596E-06,0.959596202,238,4.22933E-05,4.229331408,0.6416066,0.2824007,0.0759927,0.2359111,0.2507522,0.4016117,0.1117251
Massachusetts,2006,25,6410084,670,0.000104523,10.45228112,37,5.77216E-06,0.577215525,157,2.44927E-05,2.449265875,151,2.35566E-05,2.355663358,88,1.37284E-05,1.372836924,315,4.91413E-05,4.91413217,0.8499317,0.0621182,0.0879501,0.225243,0.2420765,0.3989877,0.1336928
Michigan,2006,26,10036081,641,6.38696E-05,6.386955227,166,1.65403E-05,1.654032087,178,1.7736E-05,1.773600671,156,1.55439E-05,1.5543916,216,2.15223E-05,2.152234523,44,4.38418E-06,0.438418143,0.8167453,0.1357271,0.0475276,0.2356415,0.2507316,0.3910505,0.1225764
Minnesota,2006,27,5163555,188,3.6409E-05,3.64090244,2,3.8733E-07,0.038733005,64,1.23946E-05,1.23945615,63,1.22009E-05,1.220089648,30,5.80995E-06,0.58099507,45,8.71493E-06,0.871492605,0.8931392,0.0488434,0.0580173,0.2330037,0.2569331,0.3925589,0.1175043
Mississippi,2006,28,2904978,69,2.37523E-05,2.375233134,2,6.88473E-07,0.068847337,29,9.98286E-06,0.99828639,22,7.57321E-06,0.757320709,12,4.13084E-06,0.413084023,5,1.72118E-06,0.172118343,0.6141742,0.367511,0.0183148,0.2593413,0.255731,0.3615796,0.1233481
Missouri,2006,29,5842704,418,7.15422E-05,7.154221744,62,1.06115E-05,1.061152507,160,2.73846E-05,2.738458084,93,1.59173E-05,1.591728761,142,2.43038E-05,2.430381549,21,3.59423E-06,0.359422623,0.8619341,0.1092905,0.0287755,0.237279,0.2546501,0.3760872,0.1319837
Montana,2006,30,952692,52,5.45822E-05,5.458217346,0,0,0,15,1.57449E-05,1.574485773,29,3.04401E-05,3.044005828,7,7.3476E-06,0.734760027,5,5.24829E-06,0.524828591,0.906481,0.005501,0.088018,0.2174143,0.2551655,0.3915389,0.1358813
Nebraska,2006,31,1772693,34,1.91799E-05,1.917985799,2,1.12823E-06,0.112822694,18,1.0154E-05,1.015404247,10,5.64113E-06,0.56411347,7,3.94879E-06,0.394879429,1,5.64113E-07,0.056411347,0.8977481,0.0461643,0.0560877,0.241336,0.2637791,0.3673103,0.1275745
Nevada,2006,32,2522658,378,0.000149842,14.98419524,37,1.46671E-05,1.466706942,189,7.4921E-05,7.492097621,117,4.63797E-05,4.637965194,27,1.0703E-05,1.07029966,63,2.49737E-05,2.497365874,0.7602309,0.0819382,0.1578309,0.2510848,0.2643225,0.3777797,0.106813
New Hampshire,2006,33,1308389,108,8.25443E-05,8.254425863,4,3.05719E-06,0.305719476,37,2.82791E-05,2.827905157,45,3.43934E-05,3.439344109,15,1.14645E-05,1.146448036,26,1.98718E-05,1.987176597,0.9556527,0.0127651,0.0315822,0.2150917,0.2383027,0.4253398,0.1212659
New Jersey,2006,34,8661679,377,4.3525E-05,4.352504867,106,1.22378E-05,1.223781209,141,1.62786E-05,1.62785991,74,8.54338E-06,0.854337825,39,4.50259E-06,0.450259124,78,9.00518E-06,0.900518248,0.721024,0.1304799,0.148496,0.2397458,0.2300366,0.402718,0.1274996
New Mexico,2006,35,1962137,252,0.000128431,12.8431399,21,1.07026E-05,1.070261659,169,8.61306E-05,8.61305811,58,2.95596E-05,2.955960771,24,1.22316E-05,1.223156181,9,4.58684E-06,0.458683568,0.709888,0.0238597,0.2662522,0.2507277,0.264621,0.3651695,0.1194818
New York,2006,36,19104631,1056,5.52746E-05,5.527455621,116,6.07183E-06,0.607182625,298,1.55983E-05,1.559831226,320,1.67499E-05,1.674986552,146,7.64213E-06,0.764212614,357,1.86866E-05,1.868656872,0.6877156,0.150884,0.1614004,0.234038,0.2509623,0.3843648,0.130635
North Carolina,2006,37,8917270,708,7.93965E-05,7.939649691,58,6.50423E-06,0.65042328,249,2.79233E-05,2.792334425,342,3.83525E-05,3.835254512,107,1.19992E-05,1.199918809,12,1.3457E-06,0.134570334,0.7263103,0.2065229,0.0671668,0.2410941,0.2564686,0.3831216,0.1193157
North Dakota,2006,38,649422,4,6.15932E-06,0.615932321,0,0,0,3,4.61949E-06,0.461949241,1,1.53983E-06,0.15398308,3,4.61949E-06,0.461949241,0,0,0,0.9150276,0.0142972,0.0706753,0.2149802,0.267256,0.3730667,0.144697
Ohio,2006,39,11481213,675,5.87917E-05,5.879169736,128,1.11486E-05,1.11486478,270,2.35167E-05,2.351667894,184,1.60262E-05,1.602618121,133,1.15841E-05,1.158414185,47,4.09364E-06,0.409364411,0.8571874,0.1163251,0.0264875,0.2337334,0.2481374,0.3886599,0.1294693
Oklahoma,2006,40,3594090,394,0.000109624,10.96244112,7,1.94764E-06,0.194764182,214,5.95422E-05,5.954219288,154,4.28481E-05,4.284812011,48,1.33553E-05,1.335525822,7,1.94764E-06,0.194764182,0.803626,0.0833586,0.1130154,0.2433412,0.2581098,0.3691143,0.1294346
Oregon,2006,41,3670883,396,0.000107876,10.78759525,84,2.28828E-05,2.288277779,128,3.4869E-05,3.486899474,151,4.11345E-05,4.113451723,27,7.35518E-06,0.735517858,41,1.1169E-05,1.116897488,0.8878009,0.0220209,0.0901782,0.2229142,0.2564446,0.3946438,0.1259974
Pennsylvania,2006,42,12510809,429,3.42903E-05,3.429034845,96,7.67336E-06,0.767336469,144,1.151E-05,1.151004703,100,7.99309E-06,0.799308822,97,7.7533E-06,0.775329557,65,5.19551E-06,0.519550734,0.8596042,0.0982979,0.0420979,0.2204372,0.2317735,0.3959007,0.1518886
Rhode Island,2006,44,1063096,132,0.000124166,12.41656445,10,9.40649E-06,0.940648822,34,3.19821E-05,3.198205995,45,4.23292E-05,4.232919699,6,5.64389E-06,0.564389293,64,6.02015E-05,6.02015246,0.8470574,0.0579132,0.0950294,0.2172733,0.2468864,0.3964224,0.139418
South Carolina,2006,45,4357847,234,5.36962E-05,5.369624037,2,4.58942E-07,0.045894223,125,2.86839E-05,2.868388909,75,1.72103E-05,1.721033345,45,1.03262E-05,1.032620007,8,1.83577E-06,0.18357689,0.6998803,0.2749951,0.0251245,0.2388985,0.2517109,0.3816932,0.1276974
South Dakota,2006,46,783033,24,3.065E-05,3.065004923,0,0,0,18,2.29875E-05,2.298753692,5,6.38543E-06,0.638542692,1,1.27709E-06,0.127708538,1,1.27709E-06,0.127708538,0.8750954,0.0142615,0.1106431,0.2417962,0.2443338,0.3732256,0.1406444
Tennessee,2006,47,6088766,483,7.93264E-05,7.932641852,7,1.14966E-06,0.114965824,227,3.72818E-05,3.728177434,188,3.08765E-05,3.087653557,66,1.08396E-05,1.083963483,81,1.33032E-05,1.33031882,0.8135231,0.1601552,0.0263217,0.2348264,0.2542948,0.3870579,0.1238208
Texas,2006,48,23359580,1107,4.73896E-05,4.738955067,219,9.37517E-06,0.937516856,585,2.50433E-05,2.504325848,229,9.80326E-06,0.980325845,114,4.88022E-06,0.488022473,61,2.61135E-06,0.261134832,0.7232816,0.1139394,0.1627791,0.2734026,0.275543,0.353971,0.0970833
Utah,2006,49,2525507,343,0.000135814,13.58143137,47,1.86101E-05,1.861012462,202,7.99839E-05,7.998393986,112,4.43475E-05,4.434753101,38,1.50465E-05,1.504648374,40,1.58384E-05,1.583840393,0.9064206,0.0123489,0.0812305,0.3029287,0.3095624,0.3015559,0.085953
Vermont,2006,50,622892,59,9.47195E-05,9.471946983,2,3.21083E-06,0.321082949,25,4.01354E-05,4.013536857,27,4.33462E-05,4.334619806,16,2.56866E-05,2.568663589,4,6.42166E-06,0.642165897,0.9774455,0.0060245,0.01653,0.1973168,0.2504717,0.4313912,0.1208202
Virginia,2006,51,7673725,427,5.56444E-05,5.564442301,72,9.38267E-06,0.938266618,181,2.3587E-05,2.358698025,116,1.51165E-05,1.511651773,64,8.34015E-06,0.834014771,62,8.07952E-06,0.80795181,0.7336489,0.1911996,0.0751515,0.2313119,0.2545772,0.3999466,0.1141643
Washington,2006,53,6370753,689,0.00010815,10.81504808,58,9.1041E-06,0.910410433,275,4.3166E-05,4.316601193,347,5.44677E-05,5.446765869,51,8.00533E-06,0.800533312,144,2.26033E-05,2.260329352,0.8311813,0.0407916,0.1280271,0.22966,0.2636498,0.3925613,0.1141289
West Virginia,2006,54,1827912,299,0.000163575,16.35746141,9,4.92365E-06,0.492365059,165,9.02669E-05,9.026692751,105,5.74426E-05,5.744259023,54,2.95419E-05,2.954190355,26,1.42239E-05,1.422387949,0.9567764,0.0346852,0.0085384,0.2078446,0.2362168,0.4042066,0.151732
Wisconsin,2006,55,5577655,352,6.3109E-05,6.310895887,29,5.19932E-06,0.519931763,168,3.01202E-05,3.012018492,123,2.20523E-05,2.205227824,57,1.02193E-05,1.021934845,18,3.22716E-06,0.322716267,0.8897477,0.0591045,0.0511478,0.227097,0.2517099,0.3915947,0.1295984
Wyoming,2006,56,522667,14,2.67857E-05,2.67856972,0,0,0,7,1.33928E-05,1.33928486,4,7.65306E-06,0.765305634,1,1.91326E-06,0.191326409,4,7.65306E-06,0.765305634,0.9284385,0.0138696,0.0576919,0.2301609,0.2688954,0.3868927,0.114051
Alabama,2005,1,4569805,83,1.81627E-05,1.81627006,1,2.18828E-07,0.021882772,24,5.25187E-06,0.525186523,49,1.07226E-05,1.072255818,12,2.62593E-06,0.262593262,6,1.31297E-06,0.131296631,0.726949,0.251442,0.021609,0.2358886,0.2470704,0.3897446,0.1272964
Alaska,2005,2,666946,19,2.84881E-05,2.84880635,1,1.49937E-06,0.149937176,9,1.34943E-05,1.349434587,9,1.34943E-05,1.349434587,1,1.49937E-06,0.149937176,1,1.49937E-06,0.149937176,0.7538635,0.0393581,0.2067784,0.2900423,0.2569604,0.3943387,0.0586585
Arizona,2005,4,5839077,393,6.73052E-05,6.730515799,33,5.65158E-06,0.565157815,179,3.06555E-05,3.065552998,91,1.55847E-05,1.55846549,35,5.9941E-06,0.599409804,85,1.45571E-05,1.455709524,0.7862613,0.0365377,0.1772011,0.2639811,0.2600839,0.35112,0.124815
Arkansas,2005,5,2781097,127,4.56654E-05,4.566543346,1,3.5957E-07,0.035957034,64,2.30125E-05,2.30125019,53,1.90572E-05,1.905722814,27,9.7084E-06,0.970839924,8,2.87656E-06,0.287656274,0.809782,0.1489959,0.0412221,0.2381274,0.2519547,0.3784657,0.1314522
California,2005,6,35827943,1485,4.14481E-05,4.144809542,269,7.50811E-06,0.750810617,831,2.31942E-05,2.319418673,229,6.39166E-06,0.639165916,131,3.65636E-06,0.365636397,258,7.20108E-06,0.720108324,0.6382502,0.0657405,0.2960092,0.2676457,0.2629437,0.3651705,0.10424
Colorado,2005,8,4631888,310,6.69274E-05,6.69273523,42,9.06758E-06,0.906757676,112,2.41802E-05,2.41802047,55,1.18742E-05,1.187420767,36,7.77221E-06,0.777220865,88,1.89987E-05,1.899873227,0.8584919,0.0419224,0.0995857,0.2452522,0.2776538,0.3834442,0.0936498
Connecticut,2005,9,3506956,175,4.99008E-05,4.990082567,82,2.33821E-05,2.338210117,28,7.98413E-06,0.798413211,38,1.08356E-05,1.083560786,11,3.13662E-06,0.313662333,29,8.26928E-06,0.826927968,0.8341998,0.0908196,0.0749806,0.2369551,0.2161901,0.4151519,0.1317029
Delaware,2005,10,845150,33,3.90463E-05,3.904632314,5,5.91611E-06,0.591610957,12,1.41987E-05,1.419866296,10,1.18322E-05,1.183221913,6,7.09933E-06,0.709933148,5,5.91611E-06,0.591610957,0.7555111,0.1981114,0.0463775,0.2405155,0.2386674,0.3890684,0.1317487
District of Columbia,2005,11,567136,45,7.9346E-05,7.934604751,3,5.28974E-06,0.52897365,7,1.23427E-05,1.23427185,10,1.76325E-05,1.7632455,1,1.76325E-06,0.17632455,25,4.40811E-05,4.40811375,0.3495717,0.563692,0.0867363,0.229045,0.2827215,0.3695266,0.1187068
Florida,2005,12,17842038,1151,6.45106E-05,6.451056768,110,6.16521E-06,0.616521498,518,2.90326E-05,2.903255783,449,2.51653E-05,2.516528661,150,8.40711E-06,0.840711134,62,3.47494E-06,0.347493935,0.7907788,0.1462747,0.0629465,0.2259235,0.2281604,0.3795404,0.1663757
Georgia,2005,13,8925922,312,3.49544E-05,3.495437222,5,5.60166E-07,0.056016622,128,1.43403E-05,1.434025527,128,1.43403E-05,1.434025527,47,5.26556E-06,0.526556248,34,3.80913E-06,0.380913031,0.6516926,0.2858888,0.0624187,0.266695,0.270257,0.3731825,0.0898655
Hawaii,2005,15,1292729,75,5.80168E-05,5.801680012,7,5.4149E-06,0.541490134,42,3.24894E-05,3.248940807,19,1.46976E-05,1.469758936,2,1.54711E-06,0.154711467,9,6.96202E-06,0.696201601,0.2657254,0.0215457,0.7127289,0.2385109,0.234235,0.3892897,0.1379644
Idaho,2005,16,1428241,52,3.64084E-05,3.640842127,5,3.50081E-06,0.350080974,27,1.89044E-05,1.890437258,13,9.10211E-06,0.910210532,5,3.50081E-06,0.350080974,8,5.6013E-06,0.560129558,0.9337169,0.0059922,0.0602909,0.2554289,0.2707482,0.3663265,0.1074964
Illinois,2005,17,12609903,647,5.13089E-05,5.130888001,56,4.44095E-06,0.444095407,109,8.644E-06,0.864399988,86,6.82004E-06,0.68200366,62,4.91677E-06,0.491677057,384,3.04523E-05,3.045225645,0.745415,0.1404649,0.1141201,0.25581,0.2575108,0.3709127,0.1157665
Indiana,2005,18,6278616,169,2.69168E-05,2.691676,16,2.54833E-06,0.254833231,62,9.87479E-06,0.987478769,56,8.91916E-06,0.891916308,27,4.30031E-06,0.430031077,30,4.77812E-06,0.477812308,0.8769085,0.0868991,0.0361924,0.2515349,0.25228,0.3808051,0.1153801
Iowa,2005,19,2964454,74,2.49624E-05,2.496243828,5,1.68665E-06,0.168665123,38,1.28185E-05,1.281854939,23,7.7586E-06,0.775859568,7,2.36131E-06,0.236131173,7,2.36131E-06,0.236131173,0.9495709,0.0217916,0.0286375,0.2207018,0.247789,0.3890458,0.1424634
Kansas,2005,20,2745299,112,4.0797E-05,4.079701337,2,7.28518E-07,0.07285181,55,2.00342E-05,2.003424764,47,1.71202E-05,1.712017525,18,6.55666E-06,0.655666286,4,1.45704E-06,0.145703619,0.8715065,0.0631281,0.0653654,0.2436413,0.2644727,0.3730872,0.1187989
Kentucky,2005,21,4182742,294,7.02888E-05,7.028882011,0,0,0,136,3.25146E-05,3.251455624,158,3.77743E-05,3.777426387,31,7.41141E-06,0.74114062,43,1.02803E-05,1.028033763,0.9138033,0.0677188,0.0184778,0.2313601,0.253977,0.3967386,0.1179243
Louisiana,2005,22,4576628,185,4.04228E-05,4.042277415,8,1.74801E-06,0.174801186,60,1.31101E-05,1.311008891,106,2.31612E-05,2.316115708,10,2.18501E-06,0.218501482,23,5.02553E-06,0.502553408,0.6595187,0.3132745,0.0272068,0.2593973,0.256208,0.3721834,0.1122113
Maine,2005,23,1318787,124,9.40258E-05,9.402579795,3,2.27482E-06,0.227481769,41,3.10892E-05,3.108917513,64,4.85294E-05,4.85294441,8,6.06618E-06,0.606618051,14,1.06158E-05,1.06158159,0.9759424,0.0091146,0.014943,0.1938904,0.2262725,0.4379185,0.1419186
Maryland,2005,24,5592379,507,9.06591E-05,9.06590916,80,1.43052E-05,1.430518211,91,1.62721E-05,1.627214465,150,2.68222E-05,2.682221645,22,3.93393E-06,0.393392508,223,3.98757E-05,3.987569512,0.638173,0.2818547,0.0799723,0.2457218,0.2433674,0.4018699,0.109041
Massachusetts,2005,25,6403290,579,9.04223E-05,9.04222673,20,3.12339E-06,0.312339438,97,1.51485E-05,1.514846274,93,1.45238E-05,1.452378387,39,6.09062E-06,0.609061904,357,5.57526E-05,5.575258968,0.853919,0.0582027,0.0878782,0.2314781,0.2414004,0.3969554,0.1301661
Michigan,2005,26,10051137,527,5.24319E-05,5.24318791,178,1.77094E-05,1.770943924,157,1.56201E-05,1.562012338,131,1.30334E-05,1.303335135,90,8.95421E-06,0.895421085,45,4.47711E-06,0.447710543,0.8207949,0.1355998,0.0436053,0.2434047,0.2452455,0.3909162,0.1204335
Minnesota,2005,27,5119598,162,3.16431E-05,3.164310948,3,5.85984E-07,0.058598351,69,1.34776E-05,1.34776207,37,7.22713E-06,0.722712994,20,3.90656E-06,0.390655673,47,9.18041E-06,0.918040831,0.8927743,0.043328,0.0638976,0.2364218,0.2552852,0.3964443,0.1118487
Mississippi,2005,28,2905943,44,1.51414E-05,1.51413844,2,6.88245E-07,0.068824475,17,5.85008E-06,0.585008034,23,7.91481E-06,0.791481457,3,1.03237E-06,0.103236712,5,1.72061E-06,0.172061186,0.624476,0.3578008,0.0177232,0.2571308,0.2562346,0.3697534,0.1168812
Missouri,2005,29,5790300,306,5.2847E-05,5.284700275,53,9.15324E-06,0.915323904,141,2.43511E-05,2.435106989,85,1.46797E-05,1.467972298,47,8.11702E-06,0.81170233,13,2.24513E-06,0.22451341,0.865954,0.1050041,0.0290419,0.2367258,0.2477964,0.3894383,0.1260396
Montana,2005,30,940102,47,4.99946E-05,4.999457506,1,1.06371E-06,0.106371436,21,2.2338E-05,2.233800162,15,1.59557E-05,1.595571544,7,7.446E-06,0.744600054,7,7.446E-06,0.744600054,0.9201244,0.0037363,0.0761393,0.208358,0.2487443,0.4120067,0.1308911
Nebraska,2005,31,1761497,43,2.44111E-05,2.441105492,0,0,0,25,1.41925E-05,1.419247379,12,6.81239E-06,0.681238742,9,5.10929E-06,0.510929056,2,1.1354E-06,0.11353979,0.9055595,0.0474217,0.0470188,0.2405154,0.2606589,0.3764349,0.1223907
Nevada,2005,32,2432143,365,0.000150073,15.00734126,48,1.97357E-05,1.973568166,167,6.86637E-05,6.866372578,103,4.23495E-05,4.234948356,32,1.31571E-05,1.315712111,60,2.46696E-05,2.466960208,0.7865326,0.0791765,0.1342909,0.2590154,0.2665699,0.365773,0.1086417
New Hampshire,2005,33,1298492,111,8.54838E-05,8.548377657,6,4.62074E-06,0.462074468,23,1.77129E-05,1.77128546,52,4.00465E-05,4.004645389,11,8.47137E-06,0.847136525,32,2.4644E-05,2.464397162,0.958694,0.0109026,0.0304033,0.2209015,0.2253084,0.4319538,0.1218363
New Jersey,2005,34,8651974,454,5.24736E-05,5.247357424,174,2.0111E-05,2.011101744,133,1.53722E-05,1.537221448,79,9.13086E-06,0.913086424,25,2.88951E-06,0.2889514,97,1.12113E-05,1.121131432,0.7244061,0.1278379,0.147756,0.2469009,0.2264055,0.3987283,0.1279652
New Mexico,2005,35,1932274,219,0.000113338,11.33379635,47,2.43237E-05,2.432367252,134,6.93483E-05,6.934834294,29,1.50082E-05,1.500822347,13,6.72782E-06,0.672782431,7,3.62267E-06,0.362267463,0.7167128,0.0242465,0.2590407,0.2443205,0.2539564,0.3824026,0.1193204
New York,2005,36,19132610,580,3.03147E-05,3.03147349,35,1.82934E-06,0.182933745,103,5.38348E-06,0.538347878,185,9.66936E-06,0.96693551,21,1.0976E-06,0.109760247,343,1.79275E-05,1.792750702,0.6968843,0.1482385,0.1548772,0.2399812,0.2407515,0.3919162,0.1273511
North Carolina,2005,37,8705407,659,7.57001E-05,7.570007927,62,7.12201E-06,0.712201049,215,2.46973E-05,2.469729445,302,3.46911E-05,3.469108337,117,1.34399E-05,1.343992303,18,2.06768E-06,0.206768047,0.7354078,0.2056086,0.0589837,0.2483325,0.2531334,0.3829059,0.1156281
North Dakota,2005,38,646089,8,1.23822E-05,1.238219502,0,0,0,4,6.1911E-06,0.619109751,1,1.54777E-06,0.154777438,3,4.64332E-06,0.464332313,0,0,0,0.9185436,0.0094112,0.0720452,0.2168815,0.2620955,0.3903309,0.1306921
Ohio,2005,39,11463320,591,5.15557E-05,5.155574476,138,1.20384E-05,1.203839725,225,1.96278E-05,1.962782161,164,1.43065E-05,1.430650108,106,9.24688E-06,0.924688485,44,3.83833E-06,0.383832956,0.8589749,0.1158236,0.0252015,0.2361616,0.2455469,0.392162,0.1261295
Oklahoma,2005,40,3548597,319,8.98947E-05,8.989468232,3,8.45405E-07,0.084540454,176,4.95971E-05,4.959706611,112,3.15618E-05,3.156176934,54,1.52173E-05,1.521728165,4,1.12721E-06,0.112720605,0.8052402,0.0763537,0.1184062,0.2384742,0.2578685,0.3759938,0.1276635
Oregon,2005,41,3613202,318,8.80106E-05,8.801057898,79,2.18643E-05,2.186426333,84,2.32481E-05,2.324807747,128,3.54256E-05,3.542564185,22,6.08878E-06,0.608878219,45,1.24543E-05,1.245432721,0.8946644,0.0204373,0.0848983,0.2256491,0.2610564,0.3891323,0.1241623
Pennsylvania,2005,42,12449990,524,4.20884E-05,4.208838722,142,1.14056E-05,1.140563165,163,1.30924E-05,1.309237999,117,9.3976E-06,0.939759791,76,6.10442E-06,0.610442257,81,6.50603E-06,0.650602932,0.8658813,0.0932117,0.0409071,0.2212378,0.2288397,0.4029998,0.1469227
Rhode Island,2005,44,1067916,122,0.000114241,11.4241195,5,4.68202E-06,0.468201619,29,2.71557E-05,2.715569389,28,2.62193E-05,2.621929066,10,9.36403E-06,0.936403238,60,5.61842E-05,5.618419426,0.8474851,0.0596837,0.0928313,0.2339684,0.2374117,0.3940742,0.1345457
South Carolina,2005,45,4270150,154,3.60643E-05,3.606430687,2,4.68368E-07,0.046836762,61,1.42852E-05,1.428521246,62,1.45194E-05,1.451939627,30,7.02551E-06,0.702551433,7,1.63929E-06,0.163928668,0.6972797,0.2780517,0.0246685,0.2483502,0.2431222,0.3864198,0.1221078
South Dakota,2005,46,775493,22,2.83691E-05,2.83690504,0,0,0,14,1.8053E-05,1.805303207,4,5.15801E-06,0.515800916,7,9.02652E-06,0.902651604,0,0,0,0.8962861,0.0094119,0.094302,0.2411103,0.2546686,0.3714844,0.1327368
Tennessee,2005,47,5991057,466,7.77826E-05,7.778260163,13,2.1699E-06,0.21699009,231,3.85575E-05,3.855746991,141,2.35351E-05,2.353507904,79,1.31863E-05,1.318632088,87,1.45216E-05,1.452164451,0.8168017,0.1559396,0.0272587,0.233021,0.2519364,0.3956763,0.1193663
Texas,2005,48,22778123,908,3.98628E-05,3.986281047,207,9.08767E-06,0.908766714,412,1.80875E-05,1.808753074,210,9.21937E-06,0.921937247,94,4.12677E-06,0.412676672,74,3.24873E-06,0.324873125,0.745344,0.1079103,0.1467457,0.2761082,0.2731532,0.3569656,0.0937731
